landuse,latitudes,longitudes
industrial,"[45.4310422, 45.4315055, 45.4315673, 45.4316161, 45.431947, 45.4321019, 45.4323906, 45.4324749, 45.4328601, 45.4332344, 45.4333568, 45.4334208, 45.4334396, 45.4334132, 45.4333454, 45.4329835, 45.4326961, 45.4321825, 45.4310192, 45.4309191, 45.4308727, 45.430832, 45.4309506, 45.4309831, 45.4310422]","[9.2589331, 9.2597298, 9.2598359, 9.2599199, 9.2604888, 9.2607551, 9.2604122, 9.260312, 9.2598544, 9.2594126, 9.2591892, 9.2589263, 9.2586635, 9.2584489, 9.2581775, 9.2575406, 9.257873, 9.2570005, 9.2583792, 9.2584978, 9.2585528, 9.258601, 9.2587884, 9.2588398, 9.2589331]"
grass,"[45.4615681, 45.4616464, 45.4616466, 45.4616076, 45.4615681, 45.4614403, 45.461404, 45.4613756, 45.4613368, 45.4609305, 45.4609015, 45.460887, 45.4615981, 45.4615203, 45.461246, 45.460904, 45.4607036, 45.460698, 45.4620349, 45.4620375, 45.4620975, 45.4621576, 45.4623271, 45.4623503, 45.4626856, 45.4626849, 45.461474, 45.4614559, 45.4613769, 45.4611374, 45.4609594, 45.4609696, 45.4607947, 45.4603418, 45.4603391, 45.460334, 45.4603344, 45.4600034, 45.4599286, 45.4597685, 45.4596579, 45.4596328, 45.4593448, 45.4590542, 45.4586633, 45.4584033, 45.4583997, 45.4584393, 45.4584423, 45.4584473, 45.4583653, 45.4578652, 45.457838, 45.4578027, 45.4577644, 45.4577035, 45.4570719, 45.4566445, 45.4537414, 45.4534799, 45.4531374, 45.4529754, 45.4528477, 45.4527197, 45.452509, 45.4523265, 45.4520254, 45.4519158, 45.4519204, 45.4519322, 45.4519375, 45.4517385, 45.4516544, 45.4514113, 45.4514389, 45.4513756, 45.4513274, 45.4513044, 45.4511877, 45.4509887, 45.450643, 45.4501948, 45.4499018, 45.4496525, 45.4494921, 45.449351, 45.4492082, 45.4490898, 45.4490446, 45.4487752, 45.4460884, 45.4437196, 45.4437409, 45.4437197, 45.4436985, 45.4436796, 45.4436423, 45.4433923, 45.4423989, 45.4425587, 45.4421046, 45.4419457, 45.4418105, 45.44176, 45.4415954, 45.4410313, 45.4410183, 45.4397329, 45.4395481, 45.4371624, 45.4370605, 45.4369978, 45.4366412, 45.4365711, 45.4364123, 45.4324092, 45.4321825, 45.4320624, 45.4319748, 45.4317165, 45.4315124, 45.431493, 45.4314788, 45.4306099, 45.4305722, 45.4305421, 45.4301638, 45.4293823, 45.4268435, 45.4262741, 45.4262225, 45.4261736, 45.4261059, 45.426035, 45.4259901, 45.4259677, 45.4259602, 45.4259705, 45.4260088, 45.4260725, 45.426146, 45.4262186, 45.4263415, 45.4276761, 45.42967, 45.4297278, 45.429745, 45.4314927, 45.4315096, 45.4313877, 45.4314677, 45.4320242, 45.4343859, 45.434731, 45.4358873, 45.4361172, 45.4363908, 45.4366392, 45.4374915, 45.4375534, 45.4407999, 45.4426746, 45.444669, 45.4447103, 45.4492819, 45.4492645, 45.4492259, 45.4492542, 45.4493108, 45.4493506, 45.4493847, 45.4495823, 45.4497575, 45.4504014, 45.4511519, 45.4513587, 45.4513588, 45.451332, 45.4512814, 45.4513078, 45.4513153, 45.4513415, 45.4513761, 45.4512347, 45.4511187, 45.4512024, 45.4512937, 45.4514002, 45.4514896, 45.4516033, 45.4516285, 45.4516901, 45.4517356, 45.4517729, 45.451812, 45.4518538, 45.4518877, 45.4519493, 45.4520282, 45.4521414, 45.4523096, 45.4525019, 45.4526965, 45.4529937, 45.4534863, 45.4546074, 45.4546479, 45.4546803, 45.4546926, 45.4547258, 45.4547726, 45.4548119, 45.4549286, 45.4551372, 45.4552168, 45.4552847, 45.4553498, 45.455475, 45.4556919, 45.4568989, 45.4573342, 45.4574131, 45.457888, 45.457996, 45.4580862, 45.4585323, 45.4586889, 45.4588481, 45.4590847, 45.4598658, 45.459865, 45.460003, 45.4600119, 45.4606363, 45.4608986, 45.4611749, 45.461551, 45.4616263, 45.4616553, 45.461664, 45.4616581, 45.4616131, 45.4616148, 45.4616077, 45.461569, 45.4615663, 45.4615679, 45.4616075, 45.4616057, 45.4615774, 45.4615539, 45.4615321, 45.4615227, 45.4615113, 45.4614971, 45.4614967, 45.4615672, 45.461667, 45.4616671, 45.4616404, 45.4616389, 45.4616375, 45.4616663, 45.4616548, 45.4615717, 45.4615665, 45.4615681]","[9.2755588, 9.2755599, 9.2756181, 9.2756549, 9.2756597, 9.2756524, 9.2756366, 9.2756019, 9.2755887, 9.2755845, 9.2756431, 9.2763257, 9.2763281, 9.2771253, 9.277527, 9.2780312, 9.2780322, 9.2793188, 9.2793369, 9.2805028, 9.2809752, 9.2810929, 9.2810275, 9.2811137, 9.2811031, 9.2817649, 9.2817945, 9.2840332, 9.2842651, 9.2846162, 9.284669, 9.2844197, 9.2844121, 9.2844302, 9.2845838, 9.284692, 9.2850504, 9.2850511, 9.2850575, 9.285048, 9.2852275, 9.2852772, 9.2858401, 9.2861477, 9.286226, 9.2861818, 9.2856425, 9.2855589, 9.2854286, 9.2849674, 9.2849749, 9.2849824, 9.2849925, 9.2850055, 9.2850409, 9.2851135, 9.2859415, 9.2858854, 9.2853838, 9.2854187, 9.2856064, 9.2857946, 9.2860168, 9.2862528, 9.2864379, 9.2864755, 9.2864486, 9.2864268, 9.2863446, 9.2861864, 9.2861327, 9.2861048, 9.2861693, 9.286054, 9.2861901, 9.2861893, 9.2861897, 9.2859888, 9.2856325, 9.2851466, 9.284431, 9.283456, 9.2827879, 9.2822053, 9.281835, 9.2814244, 9.2809331, 9.2803892, 9.2801958, 9.2802116, 9.2804983, 9.2807447, 9.2812215, 9.2812368, 9.281252, 9.2813266, 9.2813613, 9.281423, 9.2815769, 9.2812297, 9.2807561, 9.2808176, 9.2808699, 9.2809841, 9.2810033, 9.2810691, 9.2810706, 9.2812209, 9.2812425, 9.2814738, 9.2815354, 9.2816004, 9.2821758, 9.2822375, 9.2823482, 9.2827408, 9.282593, 9.2824435, 9.2821893, 9.2812083, 9.2805907, 9.2805321, 9.280489, 9.2808355, 9.2804522, 9.2802651, 9.2793216, 9.2794028, 9.2796637, 9.279732, 9.2797277, 9.2797258, 9.2797023, 9.2796205, 9.2794711, 9.2792152, 9.2790643, 9.2789445, 9.2787606, 9.2786232, 9.2785297, 9.2784709, 9.2784372, 9.27831, 9.2780898, 9.2781553, 9.2781534, 9.2779594, 9.2778944, 9.2756208, 9.275507, 9.2752269, 9.2749515, 9.2739448, 9.2740692, 9.2741505, 9.2740542, 9.274126, 9.2741631, 9.2757027, 9.2753398, 9.2751353, 9.274922, 9.2749172, 9.2743631, 9.2725618, 9.2722103, 9.2694735, 9.269087, 9.2689215, 9.2688339, 9.2687802, 9.268437, 9.2684645, 9.2684909, 9.2682013, 9.2681311, 9.2680204, 9.2677101, 9.2676713, 9.2673821, 9.267216, 9.2670454, 9.2668185, 9.2666811, 9.2664997, 9.2663023, 9.2660447, 9.265735, 9.2651858, 9.2649811, 9.2643852, 9.2640055, 9.2636593, 9.2633284, 9.2628859, 9.2626112, 9.2623237, 9.2620958, 9.2618426, 9.2615259, 9.2612745, 9.2610715, 9.2608849, 9.2605634, 9.2598077, 9.2597956, 9.2598133, 9.2599071, 9.2599307, 9.2599235, 9.25988, 9.2597538, 9.2595967, 9.2595574, 9.259553, 9.2595045, 9.2594143, 9.2592431, 9.2584475, 9.2581401, 9.2580844, 9.2576626, 9.2575278, 9.2573623, 9.2565324, 9.2562762, 9.2560851, 9.2558977, 9.2553171, 9.2553594, 9.2553655, 9.2552412, 9.2548261, 9.2547335, 9.2546734, 9.2547039, 9.2547716, 9.2548544, 9.2549372, 9.25615, 9.2575618, 9.2577598, 9.2586932, 9.2586947, 9.2587482, 9.2587997, 9.258798, 9.259714, 9.2598862, 9.2633478, 9.2683804, 9.2703308, 9.271956, 9.2734476, 9.273491, 9.2734914, 9.2734915, 9.2735611, 9.2735858, 9.2736321, 9.2736848, 9.2737103, 9.2754295, 9.2754491, 9.2755076, 9.2755588]"
railway,"[45.4317315, 45.4318565, 45.4309985, 45.4309618, 45.4309321, 45.4309043, 45.4308785, 45.4308648, 45.4308564, 45.43067, 45.4305674, 45.4305373, 45.4301947, 45.4301734, 45.4296426, 45.429358, 45.4290634, 45.4287973, 45.4287675, 45.4272556, 45.4271885, 45.4257589, 45.4257329, 45.4249653, 45.424778, 45.4246063, 45.4244416, 45.4242176, 45.4240547, 45.4238957, 45.4235187, 45.4233454, 45.4231716, 45.4229316, 45.4228871, 45.4228222, 45.4222871, 45.4218111, 45.4214926, 45.4220832, 45.4223506, 45.4228287, 45.4230989, 45.4228391, 45.4226348, 45.4228833, 45.4231356, 45.4239714, 45.4254614, 45.4260177, 45.4264813, 45.4268912, 45.4274889, 45.4275632, 45.4277627, 45.4280874, 45.4281891, 45.4282521, 45.4283411, 45.4288394, 45.4290136, 45.4291745, 45.4296121, 45.4301627, 45.430592, 45.4311086, 45.4315123, 45.4317315]","[9.239515, 9.2401352, 9.2404461, 9.2404682, 9.2404971, 9.240538, 9.2405996, 9.2406674, 9.2407519, 9.2406312, 9.2407532, 9.2406459, 9.2408162, 9.2407501, 9.2409817, 9.2411166, 9.2413259, 9.2415338, 9.2414688, 9.2427081, 9.2425416, 9.2435165, 9.2434466, 9.2440254, 9.2442416, 9.2444453, 9.2446437, 9.2449287, 9.24514, 9.2453496, 9.2458637, 9.2461078, 9.2463562, 9.2467149, 9.2467848, 9.2469129, 9.2477603, 9.2485416, 9.2482473, 9.2469934, 9.2464167, 9.2454256, 9.2448476, 9.2450072, 9.244346, 9.2441569, 9.2439491, 9.2432517, 9.241979, 9.2415512, 9.241242, 9.2410281, 9.240815, 9.2408055, 9.2407988, 9.2406996, 9.2405319, 9.2405292, 9.240394, 9.2403442, 9.2403214, 9.2402932, 9.2402114, 9.2400679, 9.2399458, 9.2397688, 9.2396133, 9.239515]"
grass,"[45.451808, 45.4519025, 45.4518772, 45.4517445, 45.451808]","[9.2055318, 9.2056704, 9.2058136, 9.2056329, 9.2055318]"
grass,"[45.4441069, 45.4442093, 45.4441098, 45.4440966, 45.4440853, 45.4440846, 45.4440883, 45.4441069]","[9.2316149, 9.23143, 9.2313216, 9.2313726, 9.2314289, 9.2314929, 9.2315519, 9.2316149]"
grass,"[45.4447037, 45.4446284, 45.444604, 45.4445821, 45.4445569, 45.4445061, 45.4444835, 45.4444655, 45.4444421, 45.4445445, 45.444572, 45.4445915, 45.4446066, 45.4447037]","[9.2305085, 9.2306426, 9.2306211, 9.2306135, 9.2306319, 9.2306909, 9.2306962, 9.2306779, 9.2306399, 9.2304472, 9.2303744, 9.2303131, 9.2302514, 9.2305085]"
grass,"[45.4440156, 45.4439865, 45.4439496, 45.4439065, 45.4438614, 45.4438187, 45.4437825, 45.4437565, 45.443743, 45.4437436, 45.443758, 45.4437883, 45.4438302, 45.4438786, 45.4439279, 45.4439722, 45.4440063, 45.4440261, 45.4440294, 45.4440156]","[9.2317061, 9.2316487, 9.2316116, 9.2315926, 9.2315935, 9.2316141, 9.2316526, 9.2317051, 9.2317665, 9.2318308, 9.2318917, 9.2319478, 9.231986, 9.2320017, 9.231993, 9.2319611, 9.2319096, 9.2318447, 9.2317741, 9.2317061]"
grass,"[45.4447392, 45.4446944, 45.4446328, 45.4445824, 45.4445336, 45.4444977, 45.4444751, 45.4444756, 45.444494, 45.4445228, 45.4445515, 45.444592, 45.4446469, 45.4447024, 45.4447556, 45.4448045, 45.4448364, 45.4448531, 45.444848, 45.4448288, 45.4447944, 45.4447392]","[9.2294893, 9.2294704, 9.2294703, 9.2294924, 9.2295393, 9.2296038, 9.229694, 9.2297867, 9.2298638, 9.2299224, 9.2299588, 9.2299908, 9.2300094, 9.2300047, 9.2299764, 9.2299212, 9.2298527, 9.2297651, 9.2296708, 9.2296036, 9.2295412, 9.2294893]"
grass,"[45.4305335, 45.43059, 45.4306145, 45.4306822, 45.4307519, 45.4307782, 45.4307989, 45.430814, 45.4308912, 45.4309251, 45.4309514, 45.4309702, 45.4310192, 45.4310681, 45.4311283, 45.4311425, 45.4311641, 45.4311886, 45.431213, 45.4312507, 45.4313467, 45.4313825, 45.431422, 45.4314521, 45.4314709, 45.4315217, 45.4315236, 45.4315161, 45.4314935, 45.4314803, 45.4314841, 45.431501, 45.4315688, 45.4316064, 45.4316441, 45.4316761, 45.4317081, 45.4317363, 45.4317947, 45.4318361, 45.431853, 45.4318549, 45.4318474, 45.4318041, 45.4317438, 45.431742, 45.4316911, 45.4316798, 45.4316817, 45.4316008, 45.4315631, 45.4315104, 45.4314672, 45.431405, 45.4313712, 45.4313072, 45.4312563, 45.4312243, 45.4312111, 45.4311918, 45.4311792, 45.431149, 45.4311114, 45.4310824, 45.4310323, 45.4310069, 45.4309467, 45.43091, 45.4309053, 45.4308865, 45.4308686, 45.4308018, 45.4307528, 45.4306945, 45.430654, 45.4306173, 45.4305411, 45.4305335]","[9.2603105, 9.2603937, 9.2604393, 9.260501, 9.2606216, 9.2606378, 9.260686, 9.2607397, 9.2609328, 9.2609596, 9.2609999, 9.2610481, 9.2612064, 9.2613003, 9.2613834, 9.2614209, 9.2614478, 9.2615551, 9.261598, 9.2616919, 9.2618743, 9.2618957, 9.2619011, 9.2618716, 9.2618206, 9.2617267, 9.2615363, 9.2614853, 9.261429, 9.2612466, 9.2611876, 9.2611313, 9.261075, 9.2610803, 9.2611045, 9.2611501, 9.2612547, 9.2613029, 9.2613754, 9.2613673, 9.261319, 9.2612654, 9.2612118, 9.2611206, 9.2610481, 9.2609891, 9.260906, 9.260855, 9.260804, 9.2607075, 9.2606136, 9.2605278, 9.2604339, 9.2603508, 9.2602408, 9.2601737, 9.2600852, 9.2600504, 9.2599994, 9.2599729, 9.2599323, 9.2599002, 9.2598009, 9.2597821, 9.2598103, 9.2598532, 9.2599323, 9.2599618, 9.2599685, 9.2599753, 9.2599913, 9.260096, 9.2601576, 9.2602006, 9.2602167, 9.2602448, 9.2602837, 9.2603105]"
grass,"[45.4320356, 45.4314522, 45.4321071, 45.4322563, 45.4324205, 45.4324421, 45.4324082, 45.4323179, 45.4321743, 45.4320356]","[9.2614317, 9.2620083, 9.2632234, 9.2634544, 9.2634788, 9.2627835, 9.2623812, 9.2620217, 9.2617065, 9.2614317]"
grass,"[45.4230282, 45.4231751, 45.4232918, 45.4233897, 45.4234406, 45.4234312, 45.4234293, 45.4234293, 45.4234425, 45.4234575, 45.4234838, 45.4234857, 45.4234876, 45.4235309, 45.4235798, 45.4236325, 45.4237097, 45.4237906, 45.4238114, 45.4236702, 45.4234876, 45.4233784, 45.42329, 45.4232334, 45.4231656, 45.423096, 45.4230282]","[9.2505795, 9.2509389, 9.2513332, 9.2518911, 9.2526312, 9.2528779, 9.2529584, 9.2530174, 9.253063, 9.2530791, 9.2530552, 9.2529962, 9.2524383, 9.2514271, 9.2511696, 9.2510167, 9.2508182, 9.2507083, 9.2506734, 9.2506278, 9.2505608, 9.2505205, 9.2504827, 9.2504722, 9.250491, 9.2505205, 9.2505795]"
farmland,"[45.4313451, 45.4315004, 45.4316464, 45.4318488, 45.4319859, 45.4326159, 45.4326195, 45.4325978, 45.4319979, 45.4320376, 45.432083, 45.4320731, 45.4320584, 45.4320203, 45.4319834, 45.4319281, 45.4318703, 45.4316072, 45.4314032, 45.4313761, 45.4313466, 45.4313368, 45.4313331, 45.4313392, 45.4313515, 45.4313478, 45.4313355, 45.4313183, 45.4312728, 45.4303226, 45.4303262, 45.429966, 45.4299193, 45.4298542, 45.4298234, 45.4297017, 45.4297275, 45.4297312, 45.4297275, 45.4298062, 45.4298726, 45.4299353, 45.4299882, 45.4300078, 45.4301295, 45.4302008, 45.4300767, 45.4300841, 45.4303959, 45.4304381, 45.4305079, 45.4313451]","[9.2247257, 9.2250981, 9.2253438, 9.2256845, 9.2255269, 9.2265326, 9.2265822, 9.2266542, 9.2272915, 9.22748, 9.2276912, 9.2277876, 9.2278208, 9.2278699, 9.2279014, 9.2279224, 9.2279347, 9.2279189, 9.2278454, 9.2278208, 9.2277718, 9.2277175, 9.2276684, 9.2275826, 9.2275283, 9.2274915, 9.2274565, 9.227439, 9.2274179, 9.2273601, 9.2273233, 9.2272603, 9.2272095, 9.2271061, 9.2270413, 9.2267768, 9.2267593, 9.22674, 9.2266752, 9.2265263, 9.2264737, 9.2264422, 9.2264404, 9.2264439, 9.2267505, 9.2266909, 9.2263914, 9.2263476, 9.2261852, 9.2260936, 9.2260489, 9.2247257]"
grass,"[45.4330135, 45.4329686, 45.4328322, 45.4331407, 45.4333003, 45.4330135]","[9.2213497, 9.2213387, 9.2215307, 9.2220233, 9.2218203, 9.2213497]"
meadow,"[45.4363508, 45.4363432, 45.4363303, 45.4363222, 45.4363044, 45.4362834, 45.436267, 45.4362559, 45.4362479, 45.4362467, 45.4362531, 45.4362637, 45.4362794, 45.4363025, 45.4363205, 45.4363352, 45.4363464, 45.436352, 45.4363508]","[9.2352144, 9.2352384, 9.2352573, 9.2352641, 9.2352712, 9.2352682, 9.2352562, 9.2352399, 9.2352161, 9.2351824, 9.2351577, 9.2351392, 9.2351253, 9.23512, 9.2351262, 9.2351399, 9.2351609, 9.235186, 9.2352144]"
meadow,"[45.4366903, 45.4367075, 45.4367247, 45.4367387, 45.4367505, 45.4367577, 45.4367574, 45.4367479, 45.4367275, 45.4367105, 45.4366884, 45.4366737, 45.4366625, 45.436658, 45.4366596, 45.4366626, 45.4366726, 45.4366903]","[9.2349108, 9.2349154, 9.2349114, 9.2349006, 9.2348822, 9.2348549, 9.2348301, 9.2348, 9.2347777, 9.2347723, 9.234778, 9.2347915, 9.2348136, 9.2348376, 9.2348624, 9.2348742, 9.2348945, 9.2349108]"
grass,"[45.4430326, 45.4430087, 45.4430025, 45.4429918, 45.4429625, 45.4429592, 45.4429705, 45.4429806, 45.4430496, 45.443084, 45.4430853, 45.443059, 45.4430383, 45.4430326]","[9.2638489, 9.2638493, 9.2639722, 9.2640384, 9.2641024, 9.2641209, 9.2641305, 9.2641237, 9.2640017, 9.263951, 9.263932, 9.2639132, 9.2638784, 9.2638489]"
residential,"[45.4285609, 45.4287886, 45.4289336, 45.4289054, 45.4290334, 45.4289599, 45.4288752, 45.4288315, 45.4289406, 45.4287894, 45.4287583, 45.4285139, 45.4282579, 45.4285609]","[9.2491873, 9.2494823, 9.2495333, 9.249662, 9.2498686, 9.2499759, 9.2498713, 9.249949, 9.2501019, 9.2502216, 9.2502108, 9.2499761, 9.2496167, 9.2491873]"
depot,"[45.4377711, 45.437682, 45.4376572, 45.4374808, 45.4374045, 45.4373531, 45.437323, 45.4372719, 45.4367908, 45.43691, 45.437361, 45.4377711]","[9.2343958, 9.2339372, 9.2338094, 9.2336471, 9.2335768, 9.2335295, 9.2335018, 9.2334548, 9.2345063, 9.2347326, 9.2345562, 9.2343958]"
grass,"[45.4517812, 45.4517802, 45.4517927, 45.4518138, 45.4518355, 45.4518496, 45.4518506, 45.4518382, 45.451817, 45.4517953, 45.4517812]","[9.2080678, 9.2081, 9.2081268, 9.2081381, 9.2081295, 9.2081043, 9.2080722, 9.2080454, 9.2080341, 9.2080427, 9.2080678]"
grass,"[45.4519794, 45.4519267, 45.4520181, 45.4520708, 45.4519794]","[9.2081328, 9.2082604, 9.2083371, 9.2082094, 9.2081328]"
grass,"[45.4239639, 45.423994, 45.4238649, 45.4238329, 45.4239337, 45.4239639]","[9.2536587, 9.2536855, 9.2538384, 9.2537258, 9.2536909, 9.2536587]"
grass,"[45.4274258, 45.4273727, 45.4273359, 45.4273204, 45.4273232, 45.4273441, 45.4273809, 45.4274302, 45.427487, 45.4275458, 45.4276009, 45.4276469, 45.4276792, 45.4276953, 45.4276887, 45.4276603, 45.4276135, 45.4275539, 45.4274887, 45.4274258]","[9.2525361, 9.2525905, 9.2526675, 9.2527484, 9.2528323, 9.2529108, 9.2529762, 9.2530223, 9.2530444, 9.2530404, 9.2530106, 9.2529581, 9.2528879, 9.2527976, 9.252705, 9.252621, 9.252556, 9.2525177, 9.2525108, 9.2525361]"
grass,"[45.42856, 45.4285362, 45.4284981, 45.4284514, 45.4284033, 45.4283611, 45.4283312, 45.4283181, 45.4283239, 45.4283477, 45.4283858, 45.4284325, 45.4284806, 45.4285228, 45.4285527, 45.4285658, 45.42856]","[9.2504733, 9.2505335, 9.2505761, 9.2505947, 9.2505864, 9.2505525, 9.2504982, 9.2504317, 9.2503631, 9.250303, 9.2502603, 9.2502418, 9.2502501, 9.2502839, 9.2503383, 9.2504048, 9.2504733]"
grass,"[45.4263623, 45.426364, 45.4263961, 45.4265173, 45.4265458, 45.4265899, 45.4266869, 45.4269655, 45.4270154, 45.4270521, 45.4274877, 45.4278228, 45.4276722, 45.4276046, 45.4275105, 45.4273974, 45.427247, 45.4271941, 45.4270587, 45.4264195, 45.426381, 45.4263623]","[9.2531868, 9.2532429, 9.253337, 9.2535367, 9.2535789, 9.2536184, 9.2536922, 9.2538551, 9.2538893, 9.2539544, 9.2547207, 9.2542972, 9.254029, 9.253827, 9.2535481, 9.2532297, 9.2529741, 9.2529346, 9.2528882, 9.2530794, 9.2531222, 9.2531868]"
grass,"[45.4252328, 45.4249203, 45.4243667, 45.424092, 45.4246341, 45.424796, 45.42486, 45.4248784, 45.4252591, 45.4248525, 45.4252328]","[9.2518296, 9.2522069, 9.2511695, 9.2506548, 9.2501041, 9.249911, 9.2498466, 9.2498826, 9.2506279, 9.2510804, 9.2518296]"
grass,"[45.4342604, 45.4342812, 45.434347, 45.4342604]","[9.2356261, 9.2357417, 9.2356207, 9.2356261]"
grass,"[45.4341531, 45.4340421, 45.4339329, 45.4340817, 45.4341531]","[9.2361303, 9.2362752, 9.2364361, 9.2363264, 9.2361303]"
recreation_ground,"[45.453148, 45.4531405, 45.4532063, 45.4532553, 45.4532684, 45.4532553, 45.4532233, 45.4531932, 45.453148]","[9.2200942, 9.2203973, 9.2203919, 9.220349, 9.2202954, 9.2202149, 9.2201398, 9.2201076, 9.2200942]"
recreation_ground,"[45.4531311, 45.4528601, 45.4528601, 45.4531273, 45.4531311]","[9.2202229, 9.2202229, 9.2200781, 9.2200835, 9.2202229]"
grass,"[45.4325381, 45.4325669, 45.4325951, 45.4326215, 45.4326303, 45.4326473, 45.4326554, 45.4326811, 45.4327451, 45.4327978, 45.4328185, 45.4328016, 45.4326962, 45.4326309, 45.4325381]","[9.2617081, 9.2618011, 9.2620372, 9.2622518, 9.2624107, 9.2625153, 9.2625843, 9.2625984, 9.2624804, 9.2622497, 9.2621184, 9.2620514, 9.2619763, 9.2618521, 9.2617081]"
grass,"[45.4321918, 45.4323292, 45.4324101, 45.4324841, 45.432508, 45.4325155, 45.4325424, 45.4325513, 45.4324873, 45.4324045, 45.4323103, 45.4322714, 45.4322356, 45.4321993, 45.4321842, 45.4321748, 45.4321918]","[9.2613326, 9.2616357, 9.2618502, 9.262056, 9.262148, 9.2622122, 9.262241, 9.2621907, 9.2617912, 9.2615498, 9.2613406, 9.2612567, 9.2612272, 9.2612172, 9.2612414, 9.2612816, 9.2613326]"
grass,"[45.4335714, 45.4333292, 45.4337935, 45.4338976, 45.4340533, 45.4335714]","[9.2631134, 9.2637377, 9.26413, 9.2638879, 9.2634701, 9.2631134]"
grass,"[45.4668841, 45.4668475, 45.4668486, 45.4667093, 45.4665708, 45.4665713, 45.4667106, 45.4668855, 45.4668841]","[9.2309373, 9.230939, 9.231182, 9.2311833, 9.2311846, 9.2312619, 9.2312702, 9.2312599, 9.2309373]"
grass,"[45.4683886, 45.4683926, 45.4684384, 45.4684383, 45.4685272, 45.4685723, 45.4684354, 45.4683886]","[9.2334972, 9.2338971, 9.2338967, 9.2338719, 9.2338714, 9.2338718, 9.2334966, 9.2334972]"
grass,"[45.4681728, 45.4681737, 45.4681783, 45.4682659, 45.4683688, 45.4683329, 45.4681728]","[9.2330115, 9.2331998, 9.2332094, 9.2332607, 9.2332582, 9.2330524, 9.2330115]"
grass,"[45.4682983, 45.4683014, 45.4683037, 45.4683056, 45.468329, 45.4681724, 45.4681702, 45.4681743, 45.4682983]","[9.2327628, 9.2327775, 9.2327905, 9.2328048, 9.2330122, 9.2329719, 9.2327715, 9.2327648, 9.2327628]"
grass,"[45.4683916, 45.4683478, 45.468192, 45.4681905, 45.4681934, 45.4683082, 45.4683758, 45.4683916]","[9.2333739, 9.2334691, 9.2334727, 9.2333862, 9.2333795, 9.2333308, 9.2333301, 9.2333739]"
grass,"[45.4681122, 45.4679562, 45.4679582, 45.46796, 45.467965, 45.4680129, 45.4681097, 45.4681141, 45.4681122]","[9.233018, 9.2330831, 9.2332568, 9.2332634, 9.2332673, 9.2332728, 9.2332132, 9.2332035, 9.233018]"
grass,"[45.4681055, 45.4681098, 45.4681118, 45.467961, 45.4679573, 45.4679556, 45.4679518, 45.4679578, 45.4679681, 45.4681055]","[9.232765, 9.2327706, 9.2329781, 9.2330407, 9.2330395, 9.2330343, 9.2327856, 9.2327736, 9.2327661, 9.232765]"
grass,"[45.4679477, 45.4679189, 45.4679451, 45.4681035, 45.4681025, 45.4680991, 45.4679923, 45.4679477]","[9.2333376, 9.2333917, 9.2334776, 9.2334741, 9.2333854, 9.23338, 9.2333367, 9.2333376]"
grass,"[45.4679053, 45.4679085, 45.4678679, 45.4678672, 45.4677392, 45.4677392, 45.4676897, 45.4676911, 45.4676931, 45.4676601, 45.4676477, 45.4676338, 45.4676158, 45.4675976, 45.4675789, 45.4678534, 45.467865, 45.4679053]","[9.2335072, 9.233908, 9.233909, 9.2338468, 9.233849, 9.2338581, 9.2338588, 9.2339734, 9.2340774, 9.2341256, 9.2341082, 9.2340901, 9.2340674, 9.2340459, 9.2340249, 9.2335149, 9.233507, 9.2335072]"
grass,"[45.4678706, 45.4678703, 45.4678113, 45.4677693, 45.4677056, 45.4678706]","[9.2225114, 9.2225565, 9.2225993, 9.2225578, 9.2225142, 9.2225114]"
grass,"[45.4678733, 45.4678278, 45.4678213, 45.4678708, 45.4678733]","[9.2226076, 9.2226445, 9.2229044, 9.2227528, 9.2226076]"
grass,"[45.4670913, 45.4674521, 45.467676, 45.4676759, 45.4674534, 45.4672136, 45.4670769, 45.467067, 45.467066, 45.4670775, 45.4670913]","[9.2289207, 9.2293918, 9.2293875, 9.2295402, 9.229539, 9.2292336, 9.2290594, 9.2290221, 9.2289862, 9.2289454, 9.2289207]"
grass,"[45.4608724, 45.4608497, 45.4608187, 45.4607826, 45.460745, 45.4607096, 45.46068, 45.4606591, 45.460649, 45.4606508, 45.4606642, 45.4606905, 45.4607258, 45.460766, 45.4608064, 45.4608422, 45.4608692, 45.4608841, 45.4608852, 45.4608724]","[9.2216582, 9.2216154, 9.2215849, 9.2215698, 9.2215714, 9.2215897, 9.2216229, 9.2216675, 9.2217193, 9.2217729, 9.221823, 9.2218678, 9.2218973, 9.221908, 9.2218986, 9.2218702, 9.2218263, 9.221772, 9.2217136, 9.2216582]"
grass,"[45.460813, 45.460806, 45.4607577, 45.4607364, 45.4606947, 45.4606692, 45.4608138, 45.4608166, 45.460813]","[9.2213441, 9.2214142, 9.2213901, 9.2213435, 9.2211853, 9.2210273, 9.2210315, 9.2212682, 9.2213441]"
grass,"[45.4501092, 45.4499913, 45.4498935, 45.4487968, 45.4481221, 45.4480138, 45.4479818, 45.4481192, 45.4487768, 45.4501092]","[9.2239641, 9.2238995, 9.2238887, 9.2238964, 9.2238965, 9.2238136, 9.223988, 9.2239935, 9.2239835, 9.2239641]"
